Ana Kategori;Alt Kategori;Marka;Ürün Adı;Fiyat;Resim URL;Sosyal Kanıt (Favori);Yıldız;Yorum Sayısı
"Çocuk";"Çocuk Elbise";"dinamik çocuk";"Kız Bebek Kalp Çiçek Raporlu Fiyonk Detaylı Bandanalı Alttan Çıtçıtlı Badili Salopet Elbise 3lü Takı";"649,72 TL";"https://cdn.dsmcdn.com/mnresize/400/-/ty1801/prod/QC_PREP/20251218/16/4b1e3e7c-9aad-3485-a14a-8d94ca0e1467/1_org_zoom.jpg";"Başarılı Satıcı";"2";"55"
"Çocuk";"Çocuk Elbise";"Mai Perla";"Kız Bebek Çocuk Elbise Kalp Desenli Fiyonk Detaylı Hasır şapkalı Elbise (1-5) Yaş";"328,13 TL";"https://cdn.dsmcdn.com/mnresize/400/-/ty1917/prod/QC_PREP/20260430/17/c414e844-903a-36a6-88f2-c1c7de5221c2/1_org_zoom.jpg";"En Çok Satan 6. Ürün";"4.2";"20"
"Çocuk";"Çocuk Elbise";"ihvan online";"Çantalı Kız Çocuk Namaz Elbisesi, İsimli Seccade, Tesbih ve Namaz Öğreniyorum Kitabı Seti";"849 TL";"https://cdn.dsmcdn.com/mnresize/400/-/ty1726/prod/QC_ENRICHMENT/20250815/14/791ce8c0-d158-3e91-89f1-7e30603f9f77/1_org_zoom.jpg";"Yetkili Satıcı";"4.5";"259"
"Çocuk";"Çocuk Elbise";"MODAHOBİMİZ";"Kız Çocuk Pudra Pembe Fiyonk Detaylı Balon Etek Abiye Elbise Özel Ölçü Yapılır";"899,99 TL";"https://cdn.dsmcdn.com/mnresize/400/-/ty1850/prod/QC_PREP/20260331/22/e308591c-8915-3d87-badb-6e3dc8d1298a/1_org_zoom.jpg";"En Çok Satan 1. Ürün";"4.2";"15"
"Çocuk";"Çocuk Elbise";"Aselin Kids";"Kız Çocuk Çiçek Desenli Kat Kat Yazlık Elbise Ve Hasır Şapka Takımı";"899 TL";"https://cdn.dsmcdn.com/mnresize/400/-/ty1894/prod/QC_PREP/20260507/17/b2ff155d-d94d-37d0-b2e7-ecbbfba187e8/1_org_zoom.jpg";"Başarılı Satıcı";"N/A";"0"
"Çocuk";"Çocuk Elbise";"Defacto";"Askılı Poplin Puantiyeli Mini Elbise Kız Çocuk H6744A826SM";"1.299,99 TL";"https://cdn.dsmcdn.com/mnresize/400/-/ty1917/prod/QC_PREP/20260513/13/a65034c8-32fa-3ae0-812a-7de7e20fdf94/1_org_zoom.jpg";"Birlikte Al Kazan";"N/A";"0"
"Çocuk";"Çocuk Elbise";"KOZADANKIDS";"Şapka Hediyeli Kız Çocuk Kot Elbise Bayramlık Model 2-9Yaş";"1.100 TL";"https://cdn.dsmcdn.com/mnresize/400/-/ty1918/prod/QC_PREP/20260516/16/c154e322-b10f-3a5b-aecf-5e229db38e14/1_org_zoom.jpg";"Hızlı teslimat yapılıyor!";"N/A";"0"
"Çocuk";"Çocuk Elbise";"neocotton";"Tüllü Baskısız Düz Üst Kısım Ribana Alt Kısım Astarlı Tütü Etek Kız Çocuk Prenses Kısa Kollu Elbise";"459,90 TL";"https://cdn.dsmcdn.com/mnresize/400/-/ty1809/prod/QC_ENRICHMENT/20260108/16/16b1e05d-ed30-3f5c-8814-146bfeaf7b02/1_org_zoom.jpg";"Başarılı Satıcı";"4.4";"146"
"Çocuk";"Çocuk Elbise";"DUDOR KİDS";"KIZ ÇOCUK İNCİLİ KOT ELBİSE/JEANS ELBİSE-BAYRAMLIK";"1.099,99 TL";"https://cdn.dsmcdn.com/mnresize/400/-/ty1905/prod/QC_ENRICHMENT/20260509/11/82aef641-a1df-3a46-837e-6e8b741d2adf/1_org_zoom.jpg";"Hızlı teslimat yapılıyor!";"4";"8"
"Çocuk";"Çocuk Elbise";"Şenkız";"Kız Elbise Prenses Model Puanlı Dantelli Tokalı Bayramlık Siyah Renk Kız Çocuk Elbise";"519,90 TL";"https://cdn.dsmcdn.com/mnresize/400/-/ty1585/prod/QC/20241017/15/dbbe2544-468f-3545-800d-98b9dace42db/1_org_zoom.jpg";"Başarılı Satıcı";"5";"264"
"Çocuk";"Çocuk Elbise";"nora dress mini luxe";"KIZ ÇOCUK TARLATANLI KUYRUKLU TAŞ DETAYLI ABİYE ELBİSE MEZUNİYET,DÜĞÜN,DOĞUM GÜNÜ,ÖZEL GÜN";"3.179 TL";"https://cdn.dsmcdn.com/mnresize/400/-/ty1892/prod/QC_PREP/20260510/23/34af1c43-66ca-3c23-8f04-30be13f0dfdf/1_org_zoom.jpg";"Hızlı teslimat yapılıyor!";"2";"0"
"Çocuk";"Çocuk Elbise";"Defacto";"Desenli Elbise Kız Bebek G9601A526SP";"599,99 TL";"https://cdn.dsmcdn.com/mnresize/400/-/ty1838/prod/QC_ENRICHMENT/20260311/18/6465e2b5-c451-3533-8240-5970c383540c/1_org_zoom.jpg";"3 günde 577 kişi ekledi!";"5.0";"4"
"Çocuk";"Çocuk Elbise";"Perendi";"Şapka ve Hostes Yaka Detaylı Kız Çocuk Elbise Kırmızı";"899,99 TL";"https://cdn.dsmcdn.com/mnresize/400/-/ty1684/prod/QC/20250523/10/5b53c86b-d336-31da-9ffa-40d1b7968513/1_org_zoom.jpg";"Başarılı Satıcı";"5";"65"
"Çocuk";"Çocuk Elbise";"Perendi";"Kız Çocuk Pitikare Desenli Şapkalı Elbise Pamuk Penye Astarlı";"899,99 TL";"https://cdn.dsmcdn.com/mnresize/400/-/ty1828/prod/QC_ENRICHMENT/20260218/19/0fa92e44-2f2c-3f80-8102-631caad21c84/1_org_zoom.jpg";"Hızlı teslimat yapılıyor!";"4";"12"
"Çocuk";"Çocuk Elbise";"Yumurcak";"Bordo Krep Elbise Bandana Uzun Kol Badi";"399,90 TL";"https://cdn.dsmcdn.com/mnresize/400/-/ty1716/prod/QC_ENRICHMENT/20250730/15/b108ef1e-e190-3f4c-a342-aa3373b2d552/1_org_zoom.jpg";"En Çok Değerlendirilen 2. Ürün";"2";"2682"
"Çocuk";"Çocuk Elbise";"uyguntarz";"Kız Çocuk Siyah Mini Elbise Pembe Fiyonk Detaylı Modern Tasarım";"899,90 TL";"https://cdn.dsmcdn.com/mnresize/400/-/ty1845/prod/QC_PREP/20260328/17/9088db78-4de6-30dc-9d76-4678901be7a0/1_org_zoom.jpg";"En Çok Ziyaret Edilen 7. Ürün";"2";"64"
"Çocuk";"Çocuk Elbise";"zepkids";"Kare Yaka Fırfır Kol Bısıklet Yaka Kurdale Detaylı Yakası Dantelli Gul Kurusu Renk Kız Çocuk Elbıse";"393,25 TL";"https://cdn.dsmcdn.com/mnresize/400/-/ty1648/prod/QC/20250312/17/0861089a-74fa-3bfb-9646-a2c09f32d944/1_org_zoom.jpg";"Yetkili Satıcı";"4.4";"17"
"Çocuk";"Çocuk Elbise";"RUMİ KİDS";"Kız Çocuk Tüllü Abiye Parti Ve Doğum Günü Elbisesi Etekli Pudra Rengi";"849,99 TL";"https://cdn.dsmcdn.com/mnresize/400/-/ty1839/prod/QC_PREP/20260316/11/36010f94-70db-34da-85c6-97a3c4686aea/1_org_zoom.jpg";"En Çok Satan 2. Ürün";"4.7";"56"
"Çocuk";"Çocuk Elbise";"Mnk";"Sırt Gipeli Tütü Etek Kız Çocuk Saten Parti Abiye Elbise MNK0340 PEMBE";"649,90 TL";"https://cdn.dsmcdn.com/mnresize/400/-/ty1594/prod/QC/20241029/11/cc7e8d12-21ef-3ecc-a167-d9669c628d7d/1_org_zoom.jpg";"Birlikte Al Kazan";"4.6";"977"
"Çocuk";"Çocuk Elbise";"SERRASTIL";"Kız Çocuk Kelebek Baskılı Lila Renkli Kısa Kollu Yazlık Elbise";"780 TL";"https://cdn.dsmcdn.com/mnresize/400/-/ty1849/prod/QC_PREP/20260401/15/a83f9746-4733-322f-a313-dcabc5ad0554/1_org_zoom.jpg";"Hızlı teslimat yapılıyor!";"5.0";"2"
"Çocuk";"Çocuk Elbise";"Genel Markalar";"PAMUKLU NOPE NOT TODAY BASKILI BEYAZ CROP SWEAT - KIRMIZI ELBİSE";"499,99 TL";"https://cdn.dsmcdn.com/mnresize/400/-/ty1663/prod/QC/20250417/03/01fae8e7-f20a-34ec-998e-9debd0479e95/1_org_zoom.jpg";"3 günde 348 kişi ekledi!";"4.5";"40"
"Çocuk";"Çocuk Elbise";"Parla Kids";"Kız Çocuk Leopar Fırfır Kollu Elbise Toka Takım";"640,63 TL";"https://cdn.dsmcdn.com/mnresize/400/-/ty1910/prod/QC_ENRICHMENT/20260506/13/6c8ea6b0-7554-368f-8f6f-fa43809c6bc3/1_org_zoom.jpg";"1,4B kişi favoriledi!";"4.7";"39"
"Çocuk";"Çocuk Elbise";"Minipodyum";"Kız Çocuk Fiyonk Detaylı Yazlık Balon Elbise";"1.013,37 TL";"https://cdn.dsmcdn.com/mnresize/400/-/ty1000386/product/media/images/prod/PIM/20260410/09/8ad6b423-6124-411d-88e7-4c51e9147dd0/1_org_zoom.jpg";"Yetkili Satıcı";"2";"6"
"Çocuk";"Çocuk Elbise";"Koton";"Fiyonk Detaylı Kolsuz Bisiklet Yaka Tüvit Elbise";"1.035,99 TL";"https://cdn.dsmcdn.com/mnresize/400/-/ty1933/prod/QC_ENRICHMENT/20260504/12/fae59a4d-05a4-33a5-8590-7162907c4215/1_org_zoom.jpg";"En Çok Satan 8. Ürün";"N/A";"0"
"Çocuk";"Çocuk Elbise";"Mnk Baby&Kids";"Şifon Robalı Ponpon Kol Pul Payetli Kız Çocuk Kabarık Etek Tütülü Abiye PEMBE";"1.040 TL";"https://cdn.dsmcdn.com/mnresize/400/-/ty1719/prod/QC_PREP/20250805/13/ec8a6cb3-501c-3d18-9344-c882281c3201/1_org_zoom.jpg";"En Çok Değerlendirilen 3. Ürün";"4.7";"2451"
"Çocuk";"Çocuk Elbise";"AHENGİM";"Kids Kız Çocuk Elbise Gofre Pötikare Şapkalı Set Elbise Ak2524";"499,90 TL";"https://cdn.dsmcdn.com/mnresize/400/-/ty1671/prod/QC/20250502/19/50c5ad38-256b-38a1-827f-168f90e3e1fd/1_org_zoom.jpg";"Birlikte Al Kazan";"5";"34"
"Çocuk";"Çocuk Elbise";"peza";"abiye";"3.799 TL";"https://cdn.dsmcdn.com/mnresize/400/-/ty1830/prod/QC_ENRICHMENT/20260226/11/d027869e-4214-3a8c-8ecb-3ccfebfcb217/1_org_zoom.jpg";"En Çok Ziyaret Edilen 1. Ürün";"3.1";"14"
"Çocuk";"Çocuk Elbise";"Erzani Kids";"Düğmeli ve Fiyonk Detaylı Kız Çocuk Şık Elbise";"699 TL";"https://cdn.dsmcdn.com/mnresize/400/-/ty1853/prod/QC_PREP/20260406/19/8522df2b-96b0-364d-b6b3-68adfd70fdcc/1_org_zoom.jpg";"Hızlı teslimat yapılıyor!";"N/A";"0"
"Çocuk";"Çocuk Elbise";"Kyron";"Kız Çocuk Uzun Kollu Siyah Elbise";"549 TL";"https://cdn.dsmcdn.com/mnresize/400/-/ty1814/prod/QC_ENRICHMENT/20260122/01/10fe5cf0-cebe-3b29-926e-1af475dafc72/1_org_zoom.jpg";"Yetkili Satıcı";"4.7";"26"
"Çocuk";"Çocuk Elbise";"Defacto";"Çiçekli Müslin Nakış Yakalı Elbise Kız Bebek G8141A526SP";"799,99 TL";"https://cdn.dsmcdn.com/mnresize/400/-/ty1818/prod/QC_PREP/20260204/15/23c7e5ef-a5c3-373f-903d-c26dc2264534/1_org_zoom.jpg";"1,8B kişi favoriledi!";"5.0";"3"
"Çocuk";"Çocuk Elbise";"Defacto";"Desenli Poplin Kolsuz Yazlık Elbise Kız Çocuk C3711A825HS";"419,99 TL";"https://cdn.dsmcdn.com/mnresize/400/-/ty1837/prod/QC_ENRICHMENT/20260312/06/511eeb98-115d-3534-852b-4caf7a53cad1/1_org_zoom.jpg";"3 günde 478 kişi ekledi!";"4.7";"68"
"Çocuk";"Çocuk Elbise";"LOVETTI";"Cutouts Animal Kız Çocuk Desenli Kısa Kollu Elbise";"369,42 TL";"https://cdn.dsmcdn.com/mnresize/400/-/ty1666/prod/QC/20250418/13/b4a892b3-9928-31f9-a57d-8bf96db8c460/1_org_zoom.jpg";"Başarılı Satıcı";"4.6";"16"
"Çocuk";"Çocuk Elbise";"Defacto";"Oversize Geniş Kalıp Bisiklet Yaka Baskılı Kısa Kollu Yazlık Elbise Kız Çocuk E5805A825HS";"199,99 TL";"https://cdn.dsmcdn.com/mnresize/400/-/ty1838/prod/QC_ENRICHMENT/20260312/06/661d435e-e8be-3530-9c49-3eddf2675470/1_org_zoom.jpg";"3 günde 464 kişi ekledi!";"2";"23"
"Çocuk";"Çocuk Elbise";"Machetta";"Çocuk Kalın Askılı Yandan Kurdele Detaylı Çocuk Elbise";"691,03 TL";"https://cdn.dsmcdn.com/mnresize/400/-/ty1812/prod/QC_PREP/20260116/16/e153bc1f-e691-3fad-ad13-d0b86339664a/1_org_zoom.jpg";"Birlikte Al Kazan";"4.0";"3"
"Çocuk";"Çocuk Elbise";"BAHNUR";"SARI SAPKALI ASKILI BEBEK ÇOCUK ELBiSE";"372,43 TL";"https://cdn.dsmcdn.com/mnresize/400/-/ty1913/prod/QC_PREP/20260509/23/1203c461-b0bb-3f1e-863e-7b17c1f18222/1_org_zoom.jpg";"Birlikte Al Kazan";"N/A";"0"
"Çocuk";"Çocuk Elbise";"Minipodyum";"Kız Bebek Fırfır Detaylı Örme Müslin Yazlık Elbise";"564,99 TL";"https://cdn.dsmcdn.com/mnresize/400/-/ty1000392/product/media/images/prod/PIM/20260422/06/7a3d2995-1feb-4123-9ae7-1d1e1f0c1970/1_org_zoom.jpg";"Yetkili Satıcı";"3";"27"
"Çocuk";"Çocuk Elbise";"NEWKİDS";"Kız Çocuk Elbise";"246,14 TL";"https://cdn.dsmcdn.com/mnresize/400/-/ty1740/prod/QC_PREP/20250830/13/0e34e77c-a51d-39f6-ac79-3eba60e4c2ca/1_org_zoom.jpg";"Hızlı teslimat yapılıyor!";"3";"22"
"Çocuk";"Çocuk Elbise";"Defacto";"Desenli Pamuklu Kolsuz Elbise Kız Çocuk B0673A8NS";"195,99 TL";"https://cdn.dsmcdn.com/mnresize/400/-/ty1837/prod/QC_ENRICHMENT/20260312/23/7dc3f631-fd80-30d5-b0d9-950edb8f36e6/1_org_zoom.jpg";"872 kişi favoriledi!";"2";"30"
"Çocuk";"Çocuk Elbise";"DLRboutique";"Çocuk Ayıcık Baskı Elbise Crop Sweat Kombin";"478,35 TL";"https://cdn.dsmcdn.com/mnresize/400/-/ty1684/prod/QC/20250525/10/47b2f5c0-80b6-3dfd-9d1b-0040e2282fcf/1_org_zoom.jpg";"3 günde 448 kişi ekledi!";"3.9";"31"
"Çocuk";"Çocuk Elbise";"Chicsy Baby";"Şapkalı Çiçek Desenli Fiyonklu Kız Bebek Elbisesi";"385,15 TL";"https://cdn.dsmcdn.com/mnresize/400/-/ty1429/product/media/images/prod/QC/20240719/18/e3599326-d47f-3e5d-b7da-4bea4282357d/1_org_zoom.jpg";"Birlikte Al Kazan";"2";"276"
"Çocuk";"Çocuk Elbise";"Chicsy Baby";"Kız Bebek Elbise Meyve Desenli Şapkalı Takım";"350,05 TL";"https://cdn.dsmcdn.com/mnresize/400/-/ty1705/prod/QC_ENRICHMENT/20250705/23/c886a404-b978-387a-a11f-690da718d3f3/1_org_zoom.jpg";"En Çok Satan 4. Ürün";"4.3";"434"
"Çocuk";"Çocuk Elbise";"ELAFOR";"Tak Çıkar Fiyonklu Balon Kol Gömlek Fırfırlı Pileli Salopet Etek Kız Çocuk Bayramlık Elbise-23 Nisan(1 YAŞ BÜYÜK ÖNERİLİR)";"1.490 TL";"https://cdn.dsmcdn.com/mnresize/400/-/ty1855/prod/QC_ENRICHMENT/20260415/10/7580d27d-bb74-386d-8dd8-053f6c2fdc82/1_org_zoom.jpg";"Videolu Ürün";"3";"11"
"Çocuk";"Çocuk Elbise";"RUMİ KİDS";"Ponpon Kollu gül desenli Tüllü Parti Ve Doğum Günü Elbisesi Pudra Rengi";"845 TL";"https://cdn.dsmcdn.com/mnresize/400/-/ty1855/prod/QC_PREP/20260412/17/20f7d794-ac13-39fb-91e2-ed635725802a/1_org_zoom.jpg";"1,3B kişi favoriledi!";"4.2";"9"
"Çocuk";"Çocuk Elbise";"defada";"Barbie Kız çocuk pembe tütü kabarık doğum günü parti elbisesi";"899 TL";"https://cdn.dsmcdn.com/mnresize/400/-/ty1857/prod/QC_ENRICHMENT/20260423/10/3bdb9a7b-16e6-31ba-aa63-3279daede504/1_org_zoom.jpg";"Hızlı teslimat yapılıyor!";"4.8";"17"
"Çocuk";"Çocuk Elbise";"Defacto";"Desenli Viskon Kısa Kollu Yazlık Elbise Kız Çocuk E3820A825SM";"359,99 TL";"https://cdn.dsmcdn.com/mnresize/400/-/ty1838/prod/QC_ENRICHMENT/20260312/06/46381292-38d8-3d9f-890a-100687a5f8fd/1_org_zoom.jpg";"1B kişi favoriledi!";"4.7";"6"
"Çocuk";"Çocuk Elbise";"Koton";"Kız Çocuk Elbise 6SKG80003AD ORTA İNDİGO";"1.399,99 TL";"https://cdn.dsmcdn.com/mnresize/400/-/ty1853/prod/QC_PREP/20260409/12/4b8bcb9f-79dc-374d-ab63-42ef075a3e1f/1_org_zoom.jpg";"3 günde 628 kişi ekledi!";"5.0";"5"
"Çocuk";"Çocuk Elbise";"Şenkız";"Kız Elbise Prenses Model Puanlı Dantellii Tokalı Bayramlık Beyaz Renk Kız Çocuk Elbise";"519,90 TL";"https://cdn.dsmcdn.com/mnresize/400/-/ty1585/prod/QC/20241017/15/a0c298ba-f77e-355f-9740-d4bc65a9ad8f/1_org_zoom.jpg";"Başarılı Satıcı";"5";"706"
"Çocuk";"Çocuk Elbise";"Patriko";"KIZ ÇOCUK YENİ SEZON ÇİÇEK DESENLİ ASTARLI BAYRAMLIK ELBİSELER 3-12 YAŞ";"592,93 TL";"https://cdn.dsmcdn.com/mnresize/400/-/ty1912/prod/QC_PREP/20260501/16/4300b680-98b0-3237-992a-dae5b3b3a402/1_org_zoom.jpg";"Hızlı teslimat yapılıyor!";"3";"0"
"Çocuk";"Çocuk Elbise";"H&M";"Kolsuz Gofre Elbise";"479,99 TL";"https://cdn.dsmcdn.com/mnresize/400/-/ty1844/prod/QC_PREP/20260323/16/00415d68-497b-31a5-9438-598c40d2c550/1_org_zoom.jpg";"969 kişi favoriledi!";"2";"2"
"Çocuk";"Çocuk Elbise";"peza";"abiye";"2.050 TL";"https://cdn.dsmcdn.com/mnresize/400/-/ty1614/prod/QC/20241223/17/94e5ca8a-8fb7-3a3d-b58e-ed41bd0bdc28/1_org_zoom.jpg";"En Çok Ziyaret Edilen 10. Ürün";"4.3";"28"
"Çocuk";"Çocuk Elbise";"NEWKİDS";"Kız Çocuk Elbise";"397,86 TL";"https://cdn.dsmcdn.com/mnresize/400/-/ty1935/prod/QC_PREP/20260508/15/d3ebcbd3-5930-36c4-850d-5103ee8f1d30/1_org_zoom.jpg";"Videolu Ürün";"3";"1"
"Çocuk";"Çocuk Elbise";"Ahengim Kids";"Kız Çocuk Yıldız Baskılı Trend Tül Elbise AK2246";"809,91 TL";"https://cdn.dsmcdn.com/mnresize/400/-/ty1620/prod/QC/20250103/15/07f068f4-e74c-3491-911f-e32060f8930d/1_org_zoom.jpg";"Birlikte Al Kazan";"5";"47"
"Çocuk";"Çocuk Elbise";"penu baby kids";"Beyaz Fistolu Bebe Yaka Kısa Kol Kız Bebek Elbise - Angel";"699 TL";"https://cdn.dsmcdn.com/mnresize/400/-/ty1208/product/media/images/prod/SPM/PIM/20240314/16/93228eb3-1fe2-3ccb-b5ae-f8f8dcceb7ee/1_org_zoom.jpg";"Başarılı Satıcı";"4.7";"194"
"Çocuk";"Çocuk Elbise";"SUNEH";"Kız Çocuk Lacivert Saten Bisiklet Yaka Sade Elbise Mezuniyet Doğum Günü Abiye Elbise";"1.999 TL";"https://cdn.dsmcdn.com/mnresize/400/-/ty1821/prod/QC_PREP/20260205/11/8f4b2442-23df-398b-85df-95ed74b7f815/1_org_zoom.jpg";"5B kişi favoriledi!";"4.0";"20"
"Çocuk";"Çocuk Elbise";"U.S. Polo Assn.";"Kız Çocuk Pembe Örme Elbise 50263522-VR041";"499,97 TL";"https://cdn.dsmcdn.com/mnresize/400/-/ty1548/prod/QC/20240916/14/82fe221d-2b77-3fbe-bfdb-2cdd2949f2a0/1_org_zoom.jpg";"2,2B kişi favoriledi!";"2";"27"
"Çocuk";"Çocuk Elbise";"Minipodyum";"Kız Çocuk Elbise Tüllü Yazlık Kalp Desenli";"760,99 TL";"https://cdn.dsmcdn.com/mnresize/400/-/ty1849/prod/QC_PREP/20260331/11/31bf8ed2-f08e-3ec4-9740-15124a841dc0/1_org_zoom.jpg";"Yetkili Satıcı";"2";"1"
"Çocuk";"Çocuk Elbise";"My Kids Wear";"Kız Çocuk Günlük & Özel Gün Siyah Elbise 3-12 Yaş 12501";"499 TL";"https://cdn.dsmcdn.com/mnresize/400/-/ty1815/prod/QC_PREP/20260127/14/4472e8cf-de9a-3a11-890f-830538d81cb7/1_org_zoom.jpg";"Videolu Ürün";"4.4";"35"
"Çocuk";"Çocuk Elbise";"Aselin Kids";"Kız Çocuk Çiçek Desenli Kat Kat Yazlık Elbise Ve Hasır Şapka Takımı";"899 TL";"https://cdn.dsmcdn.com/mnresize/400/-/ty1916/prod/QC_PREP/20260513/00/c1e4b394-586a-378e-b540-2afc1476f215/1_org_zoom.jpg";"Başarılı Satıcı";"N/A";"0"
"Çocuk";"Çocuk Elbise";"Panço";"Kız Çocuk Polo Yakalı Elbise";"249 TL";"https://cdn.dsmcdn.com/mnresize/400/-/ty1581/prod/QC/20241011/18/c7c6bbf6-cf01-3a89-89fa-a1a1e7fc5502/1_org_zoom.jpg";"Hızlı teslimat yapılıyor!";"4.5";"33"
